NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,,,,,15.559304099995643,None,1,0.6329323999962071,15.559304099995643,None,,,,,,,,,,,,,,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,,,,,16.27478219999466,None,2,0.4546293999956106,16.27478219999466,None,,,,,,,,,,,,,,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,,,,,16.802546599996276,None,None,,16.802546599996276,None,,,,,,,,,,,,,,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,17.80741560000024,None,2,4.181675500003621,17.80741560000024,None,,,,,,,,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,,,,,,,,,0,0,0,0,,,,,22.00839659999474,None,,,,,,,,,,,,,25.052243400001316,None,"['1', '2']",1,"[3.3201945000037085, 3.482990800002881]",25.052243400001316,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,28.642794499995944,None,"['3', '1']",1,"[0.008037899999180809, 0.20773410000401782]",28.642794499995944,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,28.920339099997364,None,['2'],1,[0.0353155999982846],28.920339099997364,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,29.031549300001643,None,['3'],1,[0.02405239999643527],29.031549300001643,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,29.128738300001714,None,"['1', '2']",1,"[0.1402371999938623, 0.23769109999557259]",29.128738300001714,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,29.43420089999563,None,['3'],1,[0.03993510000145761],29.43420089999563,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,29.545322099998884,None,"['1', '2']",1,"[0.12490629999956582, 0.2200234999982058]",29.545322099998884,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,29.86502389999805,None,"['3', '1']",1,"[0.013578900005086325, 0.19900320000306237]",29.86502389999805,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,30.156290799997805,None,['2'],1,[0.0049589999980526045],30.156290799997805,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,30.239648700000544,None,"['3', '1']",1,"[0.05662769999617012, 0.20792779999464983]",30.239648700000544,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,30.55184709999594,None,['2'],1,[0.018326500001421664],30.55184709999594,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,30.649395399996138,None,['3'],1,[0.02200050000101328],30.649395399996138,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
13,['2'],TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,30.753599600000598,None,"['1', '2']",1,"[0.08218570000462933, 0.1459954000019934]",30.753599600000598,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
14,['3'],TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,None,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,30.996538699997473,None,['3'],1,[0.03651990000071237],30.996538699997473,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
15,['1'],TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,None,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,31.10781290000159,None,['1'],1,[0.053706099999544676],31.10781290000159,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
16,['3'],TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,None,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,31.23974289999751,None,"['2', '3']",1,"[-0.020102100002986845, 0.13379770000028657]",31.23974289999751,None,,001,2021_Nov_15_1359,TMTAB,2021.2.3,144.2374956925564,
